msrp,trading_partner_cn,trading_partner_hk,trading_partner_other_countries,trading_partner_sg,trading_partner_tr,line_count,seized
5130.0,0,1,0,0,0,1,1.0
2125.0,0,0,0,0,1,12,1.0
3990.0,0,0,1,0,0,5,1.0
399.82,0,0,1,0,0,1,1.0
240000.0,1,0,0,0,0,1,1.0
7350.0,0,0,1,0,0,14,1.0
225.0,0,0,1,0,0,28,1.0
1200.0,0,0,1,0,0,5,1.0
261000.0,1,0,0,0,0,69,1.0
24.99,0,0,1,0,0,12,1.0
1185.0,0,0,1,0,0,17,1.0
600.0,1,0,0,0,0,2,1.0
2450.0,1,0,0,0,0,1,1.0
90.0,1,0,0,0,0,5,1.0
23200.0,0,1,0,0,0,5,1.0
300.0,1,0,0,0,0,13,1.0
9550.0,0,0,1,0,0,740,1.0
325.0,0,0,1,0,0,12,1.0
2030.0,0,0,1,0,0,7,1.0
10590.0,0,0,1,0,0,1,1.0
32800.0,0,0,1,0,0,6,1.0
690.0,0,1,0,0,0,35,1.0
550.0,0,0,0,0,1,3,1.0
1350.0,1,0,0,0,0,4,1.0
1380.0,1,0,0,0,0,4,1.0
1000.0,0,1,0,0,0,3,1.0
1960.0,0,1,0,0,0,1,1.0
2450.0,0,0,1,0,0,6,1.0
35000.0,1,0,0,0,0,36,1.0
3300.0,0,0,1,0,0,5,1.0
3960.0,0,0,1,0,0,9,1.0
14310.0,0,1,0,0,0,2,1.0
1280.0,0,0,0,0,1,39,1.0
3900.0,0,0,0,0,1,72,1.0
592.0,1,0,0,0,0,38,1.0
426.0,0,0,1,0,0,6,1.0
1000.0,1,0,0,0,0,128,1.0
2225.0,0,0,0,0,1,10,1.0
8.0,0,0,1,0,0,18,1.0
2160.0,0,0,1,0,0,4,1.0
75.0,0,0,1,0,0,31,1.0
885.0,1,0,0,0,0,6,1.0
1920.0,0,0,1,0,0,4,1.0
133500.0,1,0,0,0,0,61,1.0
200.0,0,1,0,0,0,3,1.0
900.0,0,0,1,0,0,17,1.0
29395.0,1,0,0,0,0,164,1.0
5200.0,1,0,0,0,0,1,1.0
680.0,0,0,1,0,0,6,1.0
4950.0,0,0,1,0,0,6,1.0
12400.0,0,1,0,0,0,9,1.0
600.0,0,1,0,0,0,8,1.0
4340.0,0,0,1,0,0,10,1.0
2320.0,0,0,1,0,0,38,1.0
132750.0,0,1,0,0,0,42,1.0
1200.0,1,0,0,0,0,5,1.0
17488.0,0,1,0,0,0,2,1.0
8200.0,1,0,0,0,0,1,1.0
367.0,1,0,0,0,0,392,1.0
6000.0,1,0,0,0,0,117,1.0
13800.0,0,0,1,0,0,23,1.0
35520.0,0,0,0,1,0,1,1.0
980.0,1,0,0,0,0,14,1.0
570.0,0,0,1,0,0,19,1.0
1710.0,0,0,0,0,1,27,1.0
950.0,0,0,1,0,0,12,1.0
990.0,0,0,0,0,1,17,1.0
89.0,1,0,0,0,0,253,1.0
192000.0,1,0,0,0,0,31,1.0
4980.0,0,0,0,0,1,17,1.0
1395.0,0,0,1,0,0,70,1.0
750.0,0,0,1,0,0,26,1.0
6800.0,0,0,1,0,0,1,1.0
1100.0,0,0,0,0,1,10,1.0
4120.0,0,0,0,0,1,28,1.0
71300.0,0,0,1,0,0,5,1.0
111780.2,1,0,0,0,0,1,1.0
450.0,0,0,1,0,0,38,1.0
3375.0,0,0,1,0,0,7,1.0
3150.0,0,0,1,0,0,2,1.0
950.0,1,0,0,0,0,6,1.0
44400.0,0,0,1,0,0,1,1.0
100.0,0,1,0,0,0,24,1.0
5100.0,1,0,0,0,0,4,1.0
11100.0,1,0,0,0,0,1,1.0
260.0,0,0,1,0,0,105,1.0
2390.0,0,0,1,0,0,8,1.0
8400.0,0,1,0,0,0,42,1.0
41800.0,0,1,0,0,0,1,1.0
29200.0,1,0,0,0,0,7,1.0
6950.0,1,0,0,0,0,4,1.0
150.0,1,0,0,0,0,6,1.0
2820.0,1,0,0,0,0,125,1.0
52000.0,0,0,1,0,0,8,1.0
435.0,1,0,0,0,0,7,1.0
300.0,1,0,0,0,0,5,1.0
126000.0,0,1,0,0,0,5,1.0
1160.0,0,0,0,0,1,30,1.0
535.0,0,1,0,0,0,5,1.0
5400.0,1,0,0,0,0,1,1.0
140.0,0,1,0,0,0,5,1.0
4900.0,1,0,0,0,0,30,1.0
900.0,0,0,0,0,1,14,1.0
600.0,1,0,0,0,0,108,1.0
177.0,1,0,0,0,0,2,1.0
1295.0,0,0,1,0,0,2,1.0
3835.0,0,1,0,0,0,3,1.0
9800.0,0,0,1,0,0,4,1.0
119.98,0,0,1,0,0,5,1.0
1680.0,0,1,0,0,0,4,1.0
80.0,0,0,1,0,0,12,1.0
17424.0,0,0,1,0,0,40,1.0
10100.0,1,0,0,0,0,1,1.0
645.0,0,0,1,0,0,13,1.0
60.0,0,1,0,0,0,16,1.0
2780.0,0,0,1,0,0,60,1.0
125.0,0,1,0,0,0,10,1.0
2715.0,1,0,0,0,0,5,1.0
4800.0,1,0,0,0,0,2,1.0
3800.0,0,0,1,0,0,24,1.0
1149.0,1,0,0,0,0,1,1.0
575.0,1,0,0,0,0,166,1.0
5472.0,0,1,0,0,0,3,1.0
132.0,1,0,0,0,0,9,1.0
180.0,0,1,0,0,0,6,1.0
8340.0,0,1,0,0,0,16,1.0
1050.0,0,0,0,0,0,1,1.0
52500.0,1,0,0,0,0,1,1.0
2680.0,1,0,0,0,0,1,1.0
1728.0,1,0,0,0,0,14,1.0
1100.0,1,0,0,0,0,2,1.0
540.0,0,1,0,0,0,9,1.0
525.0,0,0,0,0,1,4,1.0
499.0,0,1,0,0,0,2,1.0
345.0,1,0,0,0,0,7,1.0
270.56,1,0,0,0,0,209,1.0
495.0,1,0,0,0,0,3,1.0
355.0,0,0,1,0,0,239,1.0
695.0,0,0,1,0,0,6,1.0
1500.0,0,1,0,0,0,2,1.0
20.0,1,0,0,0,0,6,1.0
1972.0,0,1,0,0,0,47,1.0
295.0,0,0,1,0,0,47,1.0
5360.0,1,0,0,0,0,3,1.0
7200.0,0,0,1,0,0,6,1.0
180.0,0,1,0,0,0,3,1.0
3200.0,0,0,1,0,0,16,1.0
38480.0,0,0,1,0,0,1,1.0
10335.0,0,0,1,0,0,1,1.0
359.6,0,1,0,0,0,8,1.0
2880.0,0,0,1,0,0,16,1.0
8000.0,0,0,1,0,0,10,1.0
13400.0,0,0,0,0,1,7,1.0
42600.0,0,1,0,0,0,3,1.0
1332.8,1,0,0,0,0,122,1.0
1210.0,0,1,0,0,0,5,1.0
1260000.0,0,1,0,0,0,8,1.0
18500.0,0,0,1,0,0,1,1.0
7500.0,1,0,0,0,0,1,1.0
6800.0,0,1,0,0,0,1,1.0
2200.0,0,0,1,0,0,4,1.0
2400.0,1,0,0,0,0,17,1.0
4880.0,0,0,0,0,1,11,1.0
220.0,0,0,1,0,0,1,1.0
15.0,0,0,1,0,0,5,1.0
75.0,0,0,1,0,0,9,1.0
670.0,0,0,1,0,0,5,1.0
396.0,0,0,1,0,0,13,1.0
95.0,0,0,1,0,0,84,1.0
22125.0,0,1,0,0,0,1,1.0
6450.0,0,0,1,0,0,13,1.0
53900.0,0,1,0,0,0,5,1.0
4600.0,0,1,0,0,0,8,1.0
100.0,1,0,0,0,0,8,1.0
1800.0,0,0,1,0,0,11,1.0
5850.0,1,0,0,0,0,4,1.0
550.0,0,1,0,0,0,8,1.0
3600.0,0,0,1,0,0,20,1.0
1150.0,0,0,0,0,1,6,1.0
3540.0,1,0,0,0,0,1,1.0
118569.0,0,1,0,0,0,5,1.0
7498.0,0,1,0,0,0,3,1.0
177983.0,1,0,0,0,0,5,1.0
910.0,0,0,1,0,0,15,1.0
1015.0,0,0,1,0,0,15,1.0
89000.0,1,0,0,0,0,220,1.0
299.95,0,1,0,0,0,1,1.0
550.0,0,0,1,0,0,29,1.0
1.0,1,0,0,0,0,12,1.0
2378.0,1,0,0,0,0,20,1.0
1000.0,0,0,1,0,0,20,1.0
1100.0,0,0,1,0,0,5,1.0
110.0,0,1,0,0,0,11,1.0
7200.0,0,0,1,0,0,4,1.0
249.0,1,0,0,0,0,1,1.0
1090.0,0,0,1,0,0,76,1.0
449.0,0,1,0,0,0,11,1.0
600.0,1,0,0,0,0,4,1.0
1960.0,0,1,0,0,0,6,1.0
2360.0,0,0,1,0,0,55,1.0
6450.0,0,1,0,0,0,1,1.0
1800.0,1,0,0,0,0,2,1.0
280.0,0,0,1,0,0,438,1.0
6250.0,1,0,0,0,0,4,1.0
6300.0,0,0,1,0,0,34,1.0
8922.06,1,0,0,0,0,16,1.0
2160.0,0,0,1,0,0,3,1.0
37000.0,0,0,1,0,0,1,1.0
140.0,0,0,0,0,1,31,1.0
435.0,0,0,1,0,0,2,1.0
1550.0,0,0,0,1,0,10,1.0
26985.0,0,1,0,0,0,1,1.0
11350.0,1,0,0,0,0,1,1.0
74000.0,0,0,1,0,0,1,1.0
254.0,0,0,1,0,0,36,1.0
1600.0,0,0,1,0,0,17,1.0
3880.0,0,0,1,0,0,1,1.0
1600.0,1,0,0,0,0,3,1.0
1390.0,0,0,1,0,0,18,1.0
95.0,1,0,0,0,0,5,1.0
8550.0,1,0,0,0,0,1,1.0
1495.0,0,1,0,0,0,9,1.0
1050.0,0,1,0,0,0,7,1.0
2030.0,0,0,1,0,0,16,1.0
105.0,0,1,0,0,0,3,1.0
1500.0,1,0,0,0,0,3,1.0
5640.0,1,0,0,0,0,33,1.0
270.0,0,0,1,0,0,12,1.0
430.0,0,0,1,0,0,35,1.0
15389.0,0,0,1,0,0,11,1.0
1.0,0,1,0,0,0,223,1.0
200.0,0,0,1,0,0,4,1.0
850.0,1,0,0,0,0,6,1.0
895.0,0,0,1,0,0,12,1.0
1100.0,0,1,0,0,0,1,1.0
170.0,1,0,0,0,0,10,1.0
480.0,1,0,0,0,0,5,1.0
3800.0,1,0,0,0,0,1,1.0
428.0,1,0,0,0,0,17,1.0
800.0,1,0,0,0,0,1,1.0
2125.0,0,1,0,0,0,12,1.0
4900.0,1,0,0,0,0,1,1.0
2390.0,0,0,1,0,0,5,1.0
23085.0,0,1,0,0,0,1,1.0
105.0,1,0,0,0,0,150,1.0
46900.0,1,0,0,0,0,14,1.0
630.0,0,0,1,0,0,29,1.0
5500.0,1,0,0,0,0,2,1.0
7400.0,1,0,0,0,0,9,1.0
1650.0,0,0,1,0,0,21,1.0
48545.0,1,0,0,0,0,130,1.0
2070.0,0,0,1,0,0,177,1.0
10600.0,0,1,0,0,0,9,1.0
43700.0,1,0,0,0,0,1,1.0
1296.0,0,1,0,0,0,1,1.0
8250.0,1,0,0,0,0,14,1.0
3250.0,0,0,1,0,0,14,1.0
19279.0,0,0,1,0,0,6,1.0
6900.0,1,0,0,0,0,3,1.0
5015.0,0,1,0,0,0,9,1.0
450.0,0,0,1,0,0,26,1.0
1390.0,0,0,0,0,1,7,1.0
66000.0,1,0,0,0,0,3,1.0
480.0,0,1,0,0,0,24,1.0
980.0,0,0,1,0,0,9,1.0
3600.0,1,0,0,0,0,2,1.0
860.0,0,0,1,0,0,126,1.0
90.0,1,0,0,0,0,1,1.0
119.0,0,0,1,0,0,131,1.0
240.0,0,0,0,0,0,8,1.0
1440.0,1,0,0,0,0,4,1.0
8664.0,0,0,1,0,0,10,1.0
1140.0,0,0,1,0,0,2,1.0
8788.9,1,0,0,0,0,1,1.0
7470.0,0,1,0,0,0,1,1.0
5346.0,0,0,1,0,0,1,1.0
1080.0,1,0,0,0,0,7,1.0
11880.0,0,1,0,0,0,4,1.0
9580.0,0,0,1,0,0,2,1.0
3120.0,0,1,0,0,0,1,1.0
330.0,1,0,0,0,0,11,1.0
5400.0,0,0,0,0,1,4,1.0
570.0,0,0,1,0,0,36,1.0
900.0,0,0,1,0,0,37,1.0
620.0,0,0,1,0,0,13,1.0
3000.0,1,0,0,0,0,1,1.0
37000.0,0,0,1,0,0,1,1.0
16.0,1,0,0,0,0,139,1.0
1040.0,0,0,1,0,0,15,1.0
109.9,0,1,0,0,0,14,1.0
2980.0,0,0,1,0,0,21,1.0
4500.0,0,0,1,0,0,1,1.0
4439.0,1,0,0,0,0,6,1.0
14060.0,0,0,1,0,0,1,1.0
1485.0,0,1,0,0,0,8,1.0
6000.0,0,0,1,0,0,94,1.0
4600.0,1,0,0,0,0,2,1.0
99.0,1,0,0,0,0,5,1.0
7000.0,0,0,1,0,0,5,1.0
118569.0,0,1,0,0,0,2,1.0
860.0,0,0,1,0,0,10,1.0
750.0,1,0,0,0,0,8,1.0
680.0,0,0,1,0,0,21,1.0
21600.0,0,0,1,0,0,2,1.0
9300.0,0,0,1,0,0,11,1.0
230.0,1,0,0,0,0,13,1.0
7515.0,1,0,0,0,0,118,1.0
1672.5,0,0,1,0,0,8,1.0
1295.0,1,0,0,0,0,227,1.0
2590.0,0,1,0,0,0,5,1.0
2750.0,0,1,0,0,0,13,1.0
4320.0,0,0,1,0,0,15,1.0
750.0,1,0,0,0,0,172,1.0
34780.0,1,0,0,0,0,4,1.0
1700.0,0,0,1,0,0,5,1.0
1090.0,0,0,0,0,1,14,1.0
8100.0,0,1,0,0,0,2,1.0
50.0,0,0,0,0,0,1,1.0
2879.84,0,1,0,0,0,3,1.0
56250.0,0,0,1,0,0,1,1.0
460.0,0,0,1,0,0,22,1.0
13497.75,0,1,0,0,0,1,1.0
9500.0,1,0,0,0,0,2,1.0
4320.0,0,0,1,0,0,16,1.0
30942.8,0,1,0,0,0,1,1.0
439.01,0,1,0,0,0,7,1.0
35450.15,1,0,0,0,0,6,1.0
96600.0,1,0,0,0,0,3,1.0
2400.0,0,0,1,0,0,37,1.0
950.0,0,0,1,0,0,16,1.0
1850.0,0,0,0,0,1,6,1.0
10200.0,1,0,0,0,0,2,1.0
425.0,0,0,1,0,0,18,1.0
1600.0,1,0,0,0,0,7,1.0
7320.0,0,0,0,0,1,9,1.0
450.0,0,0,1,0,0,13,1.0
150.0,0,0,1,0,0,22,1.0
119.0,1,0,0,0,0,7,1.0
1100.0,1,0,0,0,0,1,1.0
2700.0,0,0,1,0,0,16,1.0
89825.0,1,0,0,0,0,2,1.0
183.92,1,0,0,0,0,34,1.0
60.0,0,0,1,0,0,7,1.0
3900.0,0,0,1,0,0,13,1.0
735.0,0,0,0,0,0,24,1.0
4400.0,0,0,1,0,0,23,1.0
749.5,0,1,0,0,0,8,1.0
770.0,0,0,1,0,0,26,1.0
40200.0,1,0,0,0,0,1,1.0
3250.0,0,0,1,0,0,8,1.0
24.0,0,0,1,0,0,23,1.0
1000.0,1,0,0,0,0,2,1.0
140.0,0,0,1,0,0,12,1.0
315.0,0,1,0,0,0,3,1.0
970.0,0,0,1,0,0,72,1.0
6750.0,0,0,1,0,0,12,1.0
19900.0,0,1,0,0,0,1,1.0
12168.0,1,0,0,0,0,2,1.0
43000.0,0,1,0,0,0,10,1.0
2850.0,0,0,1,0,0,17,1.0
2000.0,0,0,1,0,0,3,1.0
4340.0,0,0,0,0,1,6,1.0
5880.0,1,0,0,0,0,7,1.0
12180.0,0,0,1,0,0,68,1.0
249.0,0,0,0,1,0,2,1.0
330.0,0,0,1,0,0,11,1.0
1.0,1,0,0,0,0,2,1.0
13200.0,0,1,0,0,0,8,1.0
1050.0,0,0,0,0,0,1,1.0
19028.1,1,0,0,0,0,1,1.0
1525.0,1,0,0,0,0,3,1.0
10490.0,1,0,0,0,0,4,1.0
900.0,0,0,0,0,1,19,1.0
1.01,1,0,0,0,0,132,1.0
16000.0,0,0,1,0,0,20,1.0
2000.0,0,0,0,0,1,43,1.0
240.0,0,1,0,0,0,14,1.0
24200.0,0,0,0,0,1,13,1.0
4350.0,0,0,1,0,0,20,1.0
354.0,0,0,1,0,0,6,1.0
1890.0,0,1,0,0,0,2,1.0
1400.0,0,0,0,0,1,23,1.0
3300.0,1,0,0,0,0,4,1.0
122000.0,0,0,1,0,0,2,1.0
1.0,1,0,0,0,0,4,1.0
21558.0,0,0,1,0,0,20,1.0
180.0,0,0,0,0,1,23,1.0
28237.0,0,0,1,0,0,4,1.0
1767.0,0,1,0,0,0,10,1.0
220.0,0,0,1,0,0,5,1.0
11.99,0,0,1,0,0,2,1.0
5000.0,0,1,0,0,0,7,1.0
2550.0,0,0,1,0,0,15,1.0
775.0,0,0,1,0,0,4,1.0
100000.0,0,0,1,0,0,11,1.0
210.0,1,0,0,0,0,8,1.0
48.0,0,1,0,0,0,2,1.0
1040.0,0,1,0,0,0,4,1.0
44000.0,0,0,1,0,0,3,1.0
648.0,0,1,0,0,0,1,1.0
24.99,1,0,0,0,0,9,1.0
1.0,1,0,0,0,0,8,1.0
3100.0,0,0,0,0,1,39,1.0
3240.0,0,0,1,0,0,15,1.0
775.0,0,0,1,0,0,3,1.0
130.0,1,0,0,0,0,10,1.0
220.0,0,0,1,0,0,4,1.0
1260.0,1,0,0,0,0,2,1.0
11205.0,1,0,0,0,0,147,1.0
6012.0,1,0,0,0,0,1,1.0
120.0,0,0,1,0,0,38,1.0
925.0,1,0,0,0,0,32,1.0
90.0,0,0,0,0,1,16,1.0
1390.0,0,1,0,0,0,1,1.0
30.0,1,0,0,0,0,8,1.0
480.0,0,1,0,0,0,5,1.0
3.0,1,0,0,0,0,170,1.0
1944.8,1,0,0,0,0,122,1.0
1245.0,1,0,0,0,0,11,1.0
745.0,0,0,1,0,0,19,1.0
490.0,0,0,1,0,0,20,1.0
4400.0,0,0,0,0,1,14,1.0
95.0,1,0,0,0,0,7,1.0
19900.0,0,1,0,0,0,1,1.0
300.0,0,0,1,0,0,8,1.0
2080.0,0,0,1,0,0,39,1.0
2000.0,0,1,0,0,0,16,1.0
720.0,0,1,0,0,0,6,1.0
1.0,1,0,0,0,0,2,1.0
1140.0,1,0,0,0,0,2,1.0
45.0,0,0,1,0,0,3,1.0
1000.0,0,0,0,0,1,43,1.0
48.0,1,0,0,0,0,12,1.0
4800.0,0,0,0,0,1,31,1.0
1312.5,0,0,1,0,0,6,1.0
537.0,1,0,0,0,0,1,1.0
535.0,1,0,0,0,0,1,1.0
660.0,1,0,0,0,0,15,1.0
1450.0,1,0,0,0,0,1,1.0
1.0,1,0,0,0,0,117,1.0
1299.0,1,0,0,0,0,1,1.0
1575.0,1,0,0,0,0,1,1.0
675.0,0,1,0,0,0,2,1.0
740.0,0,0,1,0,0,239,1.0
3984.0,0,1,0,0,0,5,1.0
1900.0,0,1,0,0,0,4,1.0
6650.0,0,0,1,0,0,18,1.0
8160.0,0,1,0,0,0,6,1.0
196.0,0,1,0,0,0,8,1.0
493.0,1,0,0,0,0,172,1.0
1850.0,1,0,0,0,0,37,1.0
7500.0,0,0,1,0,0,19,1.0
1350.0,0,0,1,0,0,1,1.0
63800.0,0,1,0,0,0,5,1.0
300.0,1,0,0,0,0,1,1.0
1770.0,0,1,0,0,0,15,1.0
2240.0,0,1,0,0,0,2,1.0
1350.0,0,0,0,0,1,4,1.0
20570.0,0,1,0,0,0,2,1.0
900.0,0,0,1,0,0,4,1.0
150.0,0,0,1,0,0,4,1.0
1800.0,0,0,1,0,0,19,1.0
1125.0,1,0,0,0,0,4,1.0
410.0,1,0,0,0,0,16,1.0
84.56,0,0,1,0,0,64,1.0
390.0,0,0,1,0,0,11,1.0
990.0,1,0,0,0,0,5,1.0
36850.0,1,0,0,0,0,2,1.0
11480.0,0,0,1,0,0,2,1.0
1100.0,1,0,0,0,0,61,1.0
1300.0,1,0,0,0,0,4,1.0
545.0,0,1,0,0,0,2,1.0
28000.0,0,0,1,0,0,13,1.0
1000.0,1,0,0,0,0,4,1.0
400.0,1,0,0,0,0,2,1.0
695.0,0,1,0,0,0,8,1.0
10800.0,0,0,1,0,0,1,1.0
989.0,1,0,0,0,0,2,1.0
130.0,0,0,0,0,1,56,1.0
450.0,0,0,1,0,0,52,1.0
1997.0,1,0,0,0,0,12,1.0
1600.0,1,0,0,0,0,41,1.0
1.0,0,1,0,0,0,223,1.0
207000.0,0,1,0,0,0,1,1.0
59.99,0,0,1,0,0,740,1.0
11800.0,1,0,0,0,0,2,1.0
69.0,0,0,1,0,0,5,1.0
1200.0,0,0,1,0,0,242,1.0
3750.0,1,0,0,0,0,6,1.0
18342.5,1,0,0,0,0,75,1.0
1980.0,0,0,1,0,0,16,1.0
390.0,1,0,0,0,0,7,1.0
12450.0,0,1,0,0,0,1,1.0
655.5,0,0,1,0,0,18,1.0
1743.0,0,0,0,1,0,3,1.0
275.0,0,0,0,0,1,10,1.0
178.0,0,0,1,0,0,12,1.0
495.0,0,1,0,0,0,5,1.0
2450.0,1,0,0,0,0,1,1.0
2200.0,1,0,0,0,0,125,1.0
7470.0,0,0,1,0,0,7,1.0
1.0,1,0,0,0,0,264,1.0
82600.0,1,0,0,0,0,154,1.0
19110.0,0,0,1,0,0,8,1.0
4600.0,0,0,1,0,0,9,1.0
1800.0,0,1,0,0,0,1,1.0
2700.0,0,0,0,0,1,15,1.0
17400.0,1,0,0,0,0,4,1.0
11970.0,0,1,0,0,0,1,1.0
720.0,0,0,1,0,0,7,1.0
1040.0,1,0,0,0,0,1,1.0
11350.0,1,0,0,0,0,1,1.0
7600.0,0,0,1,0,0,4,1.0
400.0,1,0,0,0,0,31,1.0
207000.0,1,0,0,0,0,6,1.0
520.0,0,1,0,0,0,3,1.0
2130.0,0,0,0,0,1,13,1.0
9800.0,1,0,0,0,0,118,1.0
650.0,1,0,0,0,0,15,1.0
199.0,1,0,0,0,0,2,1.0
118.0,1,0,0,0,0,1,1.0
4170.0,0,0,1,0,0,199,1.0
1645.0,1,0,0,0,0,2,1.0
1660.0,1,0,0,0,0,1,1.0
75.0,0,0,1,0,0,26,1.0
3590.0,1,0,0,0,0,105,1.0
450.0,0,0,1,0,0,2,1.0
114.0,0,1,0,0,0,82,1.0
730.0,0,0,1,0,0,6,1.0
675.0,0,0,1,0,0,9,1.0
2745.0,1,0,0,0,0,23,1.0
360.0,0,0,1,0,0,36,1.0
4800.0,0,0,1,0,0,4,1.0
44100.0,1,0,0,0,0,31,1.0
1590.0,0,1,0,0,0,2,1.0
50000.0,1,0,0,0,0,1,1.0
250.0,0,0,0,0,1,22,1.0
170.0,1,0,0,0,0,4,1.0
19200.0,0,0,1,0,0,3,1.0
3240.0,0,0,1,0,0,1,1.0
13194.0,1,0,0,0,0,6,1.0
1200.0,0,0,1,0,0,8,1.0
3300.0,1,0,0,0,0,1,1.0
1.0,1,0,0,0,0,4,1.0
202980.0,0,1,0,0,0,1,1.0
395.0,1,0,0,0,0,12,1.0
412200.0,1,0,0,0,0,4,1.0
1730.0,0,0,0,0,1,16,1.0
54.0,1,0,0,0,0,2,1.0
16400.0,0,1,0,0,0,19,1.0
2900.0,0,0,0,0,1,134,1.0
128.0,0,0,1,0,0,45,1.0
1276.0,1,0,0,0,0,6,1.0
2780.0,1,0,0,0,0,10,1.0
600.0,0,0,0,1,0,1,1.0
7192.0,1,0,0,0,0,1,1.0
105.0,0,0,1,0,0,32,1.0
35000.0,1,0,0,0,0,1,1.0
2800.0,1,0,0,0,0,2,1.0
3980.0,0,0,1,0,0,8,1.0
450.0,0,0,1,0,0,13,1.0
190.0,1,0,0,0,0,1,1.0
9800.0,0,0,1,0,0,7,1.0
250.0,1,0,0,0,0,4,1.0
2590.0,0,0,1,0,0,48,1.0
480.0,1,0,0,0,0,1,1.0
9900.0,1,0,0,0,0,1,1.0
27200.0,0,0,1,0,0,9,1.0
27390.0,1,0,0,0,0,2,1.0
510.0,0,0,1,0,0,5,1.0
8697800.0,1,0,0,0,0,3,1.0
5400.0,1,0,0,0,0,2,1.0
100.0,1,0,0,0,0,5,1.0
195.0,0,0,1,0,0,35,1.0
575.0,1,0,0,0,0,20,1.0
249.0,1,0,0,0,0,11,1.0
196.0,0,0,1,0,0,31,1.0
3593.0,1,0,0,0,0,1,1.0
100.0,1,0,0,0,0,9,1.0
850.0,0,1,0,0,0,6,1.0
620.0,0,0,1,0,0,13,1.0
10779.0,0,0,1,0,0,5,1.0
60.0,1,0,0,0,0,27,1.0
190800.0,1,0,0,0,0,4,1.0
840.0,0,0,1,0,0,10,1.0
22310.0,0,0,1,0,0,6,1.0
790.0,0,0,1,0,0,17,1.0
9620.0,0,0,1,0,0,1,1.0
1460.0,0,0,1,0,0,73,1.0
150.0,0,0,1,0,0,17,1.0
925.0,0,0,1,0,0,5,1.0
49900.0,0,1,0,0,0,3,1.0
20340.0,0,0,1,0,0,271,1.0
48.0,1,0,0,0,0,2,1.0
3400.0,0,0,1,0,0,19,1.0
12750.0,0,0,1,0,0,11,1.0
13446.0,0,1,0,0,0,1,1.0
925.0,0,0,1,0,0,62,1.0
2060.0,0,0,1,0,0,27,1.0
885.0,0,0,1,0,0,9,1.0
1600.0,0,0,1,0,0,22,1.0
298.0,0,0,1,0,0,11,1.0
32000.0,0,1,0,0,0,1,1.0
390.0,0,1,0,0,0,3,1.0
7700.0,1,0,0,0,0,25,1.0
7000.0,0,1,0,0,0,4,1.0
3510.0,0,0,1,0,0,11,1.0
1500.0,1,0,0,0,0,178,1.0
1144.36,0,1,0,0,0,3,1.0
45180.0,0,1,0,0,0,12,1.0
500.0,0,0,1,0,0,24,1.0
4470.0,0,0,1,0,0,4,1.0
2450.0,0,1,0,0,0,1,1.0
3000.0,1,0,0,0,0,2,1.0
574.77,0,1,0,0,0,4,1.0
3980.0,0,0,1,0,0,13,1.0
180.0,0,0,1,0,0,10,1.0
1770.0,0,0,1,0,0,16,1.0
9750.0,0,0,1,0,0,14,1.0
850.0,0,0,0,0,1,8,1.0
5790.0,0,0,0,0,1,16,1.0
1763.0,0,0,0,0,1,4,1.0
7470.0,0,1,0,0,0,1,1.0
7370.0,0,0,0,0,1,7,1.0
4900.0,0,0,1,0,0,9,1.0
1500.0,1,0,0,0,0,90,1.0
500.0,0,0,1,0,0,27,1.0
124.99,0,1,0,0,0,14,1.0
4200.0,0,0,1,0,0,5,1.0
4725.0,0,1,0,0,0,18,1.0
2970.0,0,0,0,0,1,23,1.0
18425.0,0,0,1,0,0,15,1.0
95880.0,0,1,0,0,0,1,1.0
350.0,0,0,0,0,1,3,1.0
2600.0,0,0,1,0,0,6,1.0
585.0,0,0,1,0,0,28,1.0
90.0,0,1,0,0,0,3,1.0
1840.0,1,0,0,0,0,17,1.0
3900.0,0,0,1,0,0,13,1.0
3600.0,1,0,0,0,0,6,1.0
50.0,1,0,0,0,0,12,1.0
80.0,0,0,0,0,1,22,1.0
14372.0,1,0,0,0,0,8,1.0
6960.0,0,1,0,0,0,17,1.0
100.0,1,0,0,0,0,3,1.0
2160.0,0,1,0,0,0,12,1.0
1980.0,0,0,1,0,0,4,1.0
980.0,0,0,1,0,0,17,1.0
2100.0,0,1,0,0,0,3,1.0
1100.0,0,0,1,0,0,7,1.0
1600.0,0,0,1,0,0,22,1.0
125.0,1,0,0,0,0,9,1.0
1575.0,0,1,0,0,0,5,1.0
1650.0,0,0,1,0,0,1,1.0
360.0,1,0,0,0,0,2,1.0
432.0,0,0,0,0,1,56,1.0
5200.0,1,0,0,0,0,8,1.0
280.0,0,1,0,0,0,2,1.0
2390.16,1,0,0,0,0,75,1.0
600.0,0,0,1,0,0,84,1.0
100.0,0,0,1,0,0,1,1.0
9960.0,0,0,1,0,0,11,1.0
390.0,0,0,1,0,0,8,1.0
2300.0,0,0,1,0,0,12,1.0
360.0,1,0,0,0,0,3,1.0
1480.0,0,0,1,0,0,1,1.0
14.5,0,0,1,0,0,10,1.0
2720.0,0,0,1,0,0,30,1.0
1350.0,1,0,0,0,0,19,1.0
6860.0,0,0,1,0,0,3,1.0
240.0,0,0,1,0,0,9,1.0
5730.0,0,1,0,0,0,14,1.0
2490.0,0,0,1,0,0,7,1.0
30.0,0,0,1,0,0,15,1.0
375.0,0,0,0,0,1,34,1.0
74.97,0,1,0,0,0,2,1.0
